benchmark,circuit,optimization,optimized_node,original_candidate,rank,sat_status,combined_score,support_overlap,simulation_similarity,distance_mode,skip_reason,union_support_size,pattern_count,distance,similarity,is_formal_distance
external_iscas85_c2670,c2670,compress2rs,new_n767,new_n829,1,verified,0.8922045898437501,1.0,0.949462890625,sampled,ok,17,4096,0.045166015625,0.954833984375,False
external_iscas85_c2670,c2670,compress2rs,new_n789,new_n834,1,verified,0.8781372070312501,1.0,0.914794921875,sampled,ok,34,4096,0.077880859375,0.922119140625,False
external_iscas85_c2670,c2670,dc2,new_n751,new_n924,1,verified,0.8895589192708333,1.0,0.92041015625,sampled,ok,60,4096,0.07080078125,0.92919921875,False
external_iscas85_c2670,c2670,dc2,new_n757,new_n930,1,verified,0.91331787109375,1.0,0.978759765625,sampled,ok,29,4096,0.023681640625,0.976318359375,False
external_iscas85_c2670,c2670,dc2,new_n758,new_n931,1,verified,0.9188232421875,1.0,0.98876953125,sampled,ok,34,4096,0.01025390625,0.98974609375,False
external_iscas85_c2670,c2670,refactor,new_n503,new_n556,1,verified,0.8839355468750001,1.0,0.8798828125,sampled,ok,18,4096,0.1171875,0.8828125,False
external_iscas85_c2670,c2670,refactor,new_n504,new_n557,1,verified,0.9019287109375,1.0,0.91259765625,sampled,ok,24,4096,0.092041015625,0.907958984375,False
external_iscas85_c2670,c2670,refactor,new_n505,new_n558,1,verified,0.92166748046875,1.0,0.948486328125,sampled,ok,29,4096,0.060546875,0.939453125,False
external_iscas85_c2670,c2670,refactor,new_n506,new_n559,1,verified,0.93590087890625,1.0,0.974365234375,sampled,ok,35,4096,0.030029296875,0.969970703125,False
external_iscas85_c2670,c2670,refactor,new_n538,new_n591,1,verified,0.9121337890625,1.0,0.93115234375,sampled,ok,21,4096,0.06005859375,0.93994140625,False
external_iscas85_c2670,c2670,refactor,new_n539,new_n592,1,verified,0.92918701171875,1.0,0.962158203125,sampled,ok,27,4096,0.029541015625,0.970458984375,False
external_iscas85_c2670,c2670,refactor,new_n540,new_n593,1,verified,0.9392578125,1.0,0.98046875,sampled,ok,33,4096,0.014404296875,0.985595703125,False
external_iscas85_c2670,c2670,refactor,new_n551,new_n604,1,verified,0.8809814453125,1.0,0.87451171875,sampled,ok,14,4096,0.11865234375,0.88134765625,False
external_iscas85_c2670,c2670,refactor,new_n610,new_n669,1,verified,0.8962890625000001,1.0,0.90234375,sampled,ok,21,4096,0.09619140625,0.90380859375,False
external_iscas85_c2670,c2670,refactor,new_n611,new_n670,1,verified,0.9228759765625,1.0,0.95068359375,sampled,ok,27,4096,0.044677734375,0.955322265625,False
external_iscas85_c2670,c2670,refactor,new_n612,new_n671,1,verified,0.93603515625,1.0,0.974609375,sampled,ok,33,4096,0.02197265625,0.97802734375,False
external_iscas85_c2670,c2670,refactor,new_n613,new_n672,1,verified,0.94637451171875,1.0,0.993408203125,sampled,ok,44,4096,0.00732421875,0.99267578125,False
external_iscas85_c2670,c2670,refactor,new_n724,new_n806,1,verified,0.9141316731770832,1.0,0.965087890625,sampled,ok,13,4096,0.030029296875,0.969970703125,False
external_iscas85_c2670,c2670,refactor,new_n727,new_n809,1,verified,0.9149373372395834,1.0,0.966552734375,sampled,ok,13,4096,0.032958984375,0.967041015625,False
external_iscas85_c2670,c2670,refactor,new_n729,new_n811,1,verified,0.9139973958333334,1.0,0.96484375,sampled,ok,16,4096,0.029296875,0.970703125,False
external_iscas85_c2670,c2670,refactor,new_n730,new_n812,1,verified,0.8815022786458334,1.0,0.90576171875,sampled,ok,16,4096,0.090576171875,0.909423828125,False
external_iscas85_c2670,c2670,refactor,new_n731,new_n829,1,verified,0.9055379231770834,1.0,0.949462890625,sampled,ok,17,4096,0.044921875,0.955078125,False
external_iscas85_c2670,c2670,refactor,new_n734,new_n816,1,verified,0.9141316731770832,1.0,0.965087890625,sampled,ok,13,4096,0.027587890625,0.972412109375,False
external_iscas85_c2670,c2670,refactor,new_n736,new_n818,1,verified,0.9144002278645832,1.0,0.965576171875,sampled,ok,16,4096,0.031982421875,0.968017578125,False
external_iscas85_c2670,c2670,refactor,new_n737,new_n819,1,verified,0.8804280598958333,1.0,0.90380859375,sampled,ok,16,4096,0.091796875,0.908203125,False
external_iscas85_c2670,c2670,refactor,new_n741,new_n823,1,verified,0.8550496419270833,1.0,0.857666015625,sampled,ok,22,4096,0.142333984375,0.857666015625,False
external_iscas85_c2670,c2670,refactor,new_n743,new_n797,1,verified,0.9137288411458332,1.0,0.96435546875,sampled,ok,13,4096,0.030517578125,0.969482421875,False
external_iscas85_c2670,c2670,refactor,new_n745,new_n799,1,verified,0.9138631184895832,1.0,0.964599609375,sampled,ok,16,4096,0.029541015625,0.970458984375,False
external_iscas85_c2670,c2670,refactor,new_n746,new_n800,1,verified,0.8798909505208333,1.0,0.90283203125,sampled,ok,16,4096,0.0966796875,0.9033203125,False
external_iscas85_c2670,c2670,refactor,new_n752,new_n828,1,verified,0.9267537434895834,1.0,0.988037109375,sampled,ok,27,4096,0.01318359375,0.98681640625,False
external_iscas85_c2670,c2670,refactor,new_n753,new_n831,1,verified,0.9208455403645832,1.0,0.977294921875,sampled,ok,22,4096,0.02490234375,0.97509765625,False
external_iscas85_c2670,c2670,refactor,new_n754,new_n832,1,verified,0.8930501302083333,1.0,0.9267578125,sampled,ok,22,4096,0.065673828125,0.934326171875,False
external_iscas85_c2670,c2670,refactor,new_n755,new_n833,1,verified,0.8864705403645834,1.0,0.914794921875,sampled,ok,27,4096,0.083251953125,0.916748046875,False
external_iscas85_c2670,c2670,refactor,new_n756,new_n834,1,verified,0.8864705403645834,1.0,0.914794921875,sampled,ok,34,4096,0.083984375,0.916015625,False
external_iscas85_c2670,c2670,refactor,new_n757,new_n846,1,verified,0.9137288411458332,1.0,0.96435546875,sampled,ok,13,4096,0.030517578125,0.969482421875,False
external_iscas85_c2670,c2670,refactor,new_n758,new_n847,1,verified,0.9244710286458332,1.0,0.98388671875,sampled,ok,14,4096,0.01611328125,0.98388671875,False
external_iscas85_c2670,c2670,refactor,new_n759,new_n848,1,verified,0.8949300130208333,1.0,0.93017578125,sampled,ok,18,4096,0.06201171875,0.93798828125,False
external_iscas85_c2670,c2670,refactor,new_n760,new_n849,1,verified,0.9145345052083332,1.0,0.9658203125,sampled,ok,19,4096,0.03564453125,0.96435546875,False
external_iscas85_c2670,c2670,refactor,new_n761,new_n835,1,verified,0.9148030598958332,1.0,0.96630859375,sampled,ok,13,4096,0.030517578125,0.969482421875,False
external_iscas85_c2670,c2670,refactor,new_n762,new_n836,1,verified,0.9258138020833332,1.0,0.986328125,sampled,ok,14,4096,0.0166015625,0.9833984375,False
external_iscas85_c2670,c2670,refactor,new_n763,new_n837,1,verified,0.8949300130208333,1.0,0.93017578125,sampled,ok,17,4096,0.062744140625,0.937255859375,False
external_iscas85_c2670,c2670,refactor,new_n764,new_n838,1,verified,0.9145345052083332,1.0,0.9658203125,sampled,ok,18,4096,0.033447265625,0.966552734375,False
external_iscas85_c2670,c2670,refactor,new_n765,new_n853,1,verified,0.9153401692708334,1.0,0.96728515625,sampled,ok,13,4096,0.03662109375,0.96337890625,False
external_iscas85_c2670,c2670,refactor,new_n766,new_n854,1,verified,0.9142659505208334,1.0,0.96533203125,sampled,ok,13,4096,0.03271484375,0.96728515625,False
external_iscas85_c2670,c2670,refactor,new_n767,new_n855,1,verified,0.9139973958333334,1.0,0.96484375,sampled,ok,14,4096,0.028564453125,0.971435546875,False
external_iscas85_c2670,c2670,refactor,new_n768,new_n856,1,verified,0.9236653645833334,1.0,0.982421875,sampled,ok,15,4096,0.014892578125,0.985107421875,False
external_iscas85_c2670,c2670,refactor,new_n770,new_n883,1,verified,0.9297078450520834,1.0,0.993408203125,sampled,ok,21,4096,0.009765625,0.990234375,False
external_iscas85_c2670,c2670,refactor,new_n772,new_n864,1,verified,0.9126546223958334,1.0,0.96240234375,sampled,ok,13,4096,0.03466796875,0.96533203125,False
external_iscas85_c2670,c2670,refactor,new_n773,new_n865,1,verified,0.9153401692708334,1.0,0.96728515625,sampled,ok,13,4096,0.0283203125,0.9716796875,False
external_iscas85_c2670,c2670,refactor,new_n774,new_n866,1,verified,0.9131917317708332,1.0,0.96337890625,sampled,ok,14,4096,0.03173828125,0.96826171875,False
external_iscas85_c2670,c2670,refactor,new_n775,new_n867,1,verified,0.9237996419270832,1.0,0.982666015625,sampled,ok,15,4096,0.01611328125,0.98388671875,False
external_iscas85_c2670,c2670,refactor,new_n776,new_n842,1,verified,0.9162801106770834,1.0,0.968994140625,sampled,ok,13,4096,0.034912109375,0.965087890625,False
external_iscas85_c2670,c2670,refactor,new_n777,new_n843,1,verified,0.9131917317708332,1.0,0.96337890625,sampled,ok,13,4096,0.03076171875,0.96923828125,False
external_iscas85_c2670,c2670,refactor,new_n778,new_n844,1,verified,0.9117146809895832,1.0,0.960693359375,sampled,ok,14,4096,0.02880859375,0.97119140625,False
external_iscas85_c2670,c2670,refactor,new_n779,new_n845,1,verified,0.9208455403645832,1.0,0.977294921875,sampled,ok,20,4096,0.013671875,0.986328125,False
external_iscas85_c2670,c2670,refactor,new_n790,new_n892,1,verified,0.978515625,1.0,0.9609375,sampled,ok,42,4096,0.02978515625,0.97021484375,False
external_iscas85_c2670,c2670,refactor,new_n792,new_n851,1,verified,0.9400634765625,1.0,0.98193359375,sampled,ok,20,4096,0.0166015625,0.9833984375,False
external_iscas85_c2670,c2670,refactor,new_n794,new_n840,1,verified,0.938720703125,1.0,0.9794921875,sampled,ok,19,4096,0.015869140625,0.984130859375,False
external_iscas85_c2670,c2670,refactor,new_n797,new_n896,1,verified,0.9162801106770834,1.0,0.968994140625,sampled,ok,25,4096,0.02392578125,0.97607421875,False
external_iscas85_c2670,c2670,refactor,new_n799,new_n879,1,verified,0.9293050130208332,1.0,0.99267578125,sampled,ok,21,4096,0.009521484375,0.990478515625,False
external_iscas85_c2670,c2670,refactor,new_n801,new_n904,1,verified,0.9131917317708332,1.0,0.96337890625,sampled,ok,13,4096,0.032470703125,0.967529296875,False
external_iscas85_c2670,c2670,refactor,new_n802,new_n905,1,verified,0.9134602864583332,1.0,0.9638671875,sampled,ok,13,4096,0.02685546875,0.97314453125,False
external_iscas85_c2670,c2670,refactor,new_n803,new_n906,1,verified,0.9145345052083332,1.0,0.9658203125,sampled,ok,14,4096,0.0302734375,0.9697265625,False
external_iscas85_c2670,c2670,refactor,new_n806,new_n910,1,verified,0.9149373372395834,1.0,0.966552734375,sampled,ok,13,4096,0.029541015625,0.970458984375,False
external_iscas85_c2670,c2670,refactor,new_n807,new_n911,1,verified,0.9154744466145832,1.0,0.967529296875,sampled,ok,13,4096,0.029296875,0.970703125,False
external_iscas85_c2670,c2670,refactor,new_n808,new_n912,1,verified,0.9148030598958332,1.0,0.96630859375,sampled,ok,14,4096,0.03271484375,0.96728515625,False
external_iscas85_c2670,c2670,refactor,new_n809,new_n919,1,verified,0.9227254231770834,1.0,0.980712890625,sampled,ok,20,4096,0.013427734375,0.986572265625,False
external_iscas85_c2670,c2670,refactor,new_n810,new_n900,1,verified,0.9137288411458332,1.0,0.96435546875,sampled,ok,13,4096,0.034423828125,0.965576171875,False
external_iscas85_c2670,c2670,refactor,new_n811,new_n901,1,verified,0.9146687825520834,1.0,0.966064453125,sampled,ok,13,4096,0.03076171875,0.96923828125,False
external_iscas85_c2670,c2670,refactor,new_n812,new_n902,1,verified,0.9149373372395834,1.0,0.966552734375,sampled,ok,14,4096,0.0341796875,0.9658203125,False
external_iscas85_c2670,c2670,refactor,new_n813,new_n903,1,verified,0.9227254231770834,1.0,0.980712890625,sampled,ok,20,4096,0.015869140625,0.984130859375,False
external_iscas85_c2670,c2670,refactor,new_n823,new_n923,1,verified,0.90635986328125,1.0,0.920654296875,sampled,ok,60,4096,0.064453125,0.935546875,False
external_iscas85_c2670,c2670,refactor,new_n824,new_n924,1,verified,0.93890380859375,1.0,0.888916015625,sampled,ok,60,4096,0.094482421875,0.905517578125,False
external_iscas85_c2670,c2670,refactor,new_n825,new_n925,1,verified,0.9828125,1.0,0.96875,sampled,ok,78,4096,0.033447265625,0.966552734375,False
external_iscas85_c2670,c2670,refactor,new_n828,new_n929,1,verified,0.8547810872395833,1.0,0.857177734375,sampled,ok,24,4096,0.134521484375,0.865478515625,False
external_iscas85_c2670,c2670,refactor,new_n832,new_n933,1,verified,0.90869140625,1.0,0.833984375,sampled,ok,78,4096,0.162841796875,0.837158203125,False
external_iscas85_c2670,c2670,refactor_z,new_n472,new_n604,1,verified,0.8809814453125,1.0,0.87451171875,sampled,ok,14,4096,0.12353515625,0.87646484375,False
external_iscas85_c2670,c2670,refactor_z,new_n724,new_n806,1,verified,0.9141316731770832,1.0,0.965087890625,sampled,ok,13,4096,0.031005859375,0.968994140625,False
external_iscas85_c2670,c2670,refactor_z,new_n727,new_n809,1,verified,0.9149373372395834,1.0,0.966552734375,sampled,ok,13,4096,0.029052734375,0.970947265625,False
external_iscas85_c2670,c2670,refactor_z,new_n729,new_n811,1,verified,0.9139973958333334,1.0,0.96484375,sampled,ok,16,4096,0.031982421875,0.968017578125,False
external_iscas85_c2670,c2670,refactor_z,new_n730,new_n812,1,verified,0.8815022786458334,1.0,0.90576171875,sampled,ok,16,4096,0.094482421875,0.905517578125,False
external_iscas85_c2670,c2670,refactor_z,new_n731,new_n829,1,verified,0.9055379231770834,1.0,0.949462890625,sampled,ok,17,4096,0.05078125,0.94921875,False
external_iscas85_c2670,c2670,refactor_z,new_n734,new_n816,1,verified,0.9141316731770832,1.0,0.965087890625,sampled,ok,13,4096,0.02783203125,0.97216796875,False
external_iscas85_c2670,c2670,refactor_z,new_n736,new_n818,1,verified,0.9144002278645832,1.0,0.965576171875,sampled,ok,16,4096,0.03515625,0.96484375,False
external_iscas85_c2670,c2670,refactor_z,new_n737,new_n819,1,verified,0.8804280598958333,1.0,0.90380859375,sampled,ok,16,4096,0.095947265625,0.904052734375,False
external_iscas85_c2670,c2670,refactor_z,new_n741,new_n823,1,verified,0.8550496419270833,1.0,0.857666015625,sampled,ok,22,4096,0.146240234375,0.853759765625,False
external_iscas85_c2670,c2670,refactor_z,new_n743,new_n797,1,verified,0.9137288411458332,1.0,0.96435546875,sampled,ok,13,4096,0.033935546875,0.966064453125,False
external_iscas85_c2670,c2670,refactor_z,new_n745,new_n799,1,verified,0.9138631184895832,1.0,0.964599609375,sampled,ok,16,4096,0.033935546875,0.966064453125,False
external_iscas85_c2670,c2670,refactor_z,new_n746,new_n800,1,verified,0.8798909505208333,1.0,0.90283203125,sampled,ok,16,4096,0.09033203125,0.90966796875,False
external_iscas85_c2670,c2670,refactor_z,new_n752,new_n828,1,verified,0.9267537434895834,1.0,0.988037109375,sampled,ok,27,4096,0.010986328125,0.989013671875,False
external_iscas85_c2670,c2670,refactor_z,new_n753,new_n831,1,verified,0.9208455403645832,1.0,0.977294921875,sampled,ok,22,4096,0.0263671875,0.9736328125,False
external_iscas85_c2670,c2670,refactor_z,new_n754,new_n832,1,verified,0.8930501302083333,1.0,0.9267578125,sampled,ok,22,4096,0.072998046875,0.927001953125,False
external_iscas85_c2670,c2670,refactor_z,new_n755,new_n833,1,verified,0.8864705403645834,1.0,0.914794921875,sampled,ok,27,4096,0.0771484375,0.9228515625,False
external_iscas85_c2670,c2670,refactor_z,new_n756,new_n834,1,verified,0.8864705403645834,1.0,0.914794921875,sampled,ok,34,4096,0.08349609375,0.91650390625,False
external_iscas85_c2670,c2670,refactor_z,new_n757,new_n846,1,verified,0.9137288411458332,1.0,0.96435546875,sampled,ok,13,4096,0.034912109375,0.965087890625,False
external_iscas85_c2670,c2670,refactor_z,new_n758,new_n847,1,verified,0.9244710286458332,1.0,0.98388671875,sampled,ok,14,4096,0.014892578125,0.985107421875,False
external_iscas85_c2670,c2670,refactor_z,new_n759,new_n848,1,verified,0.8949300130208333,1.0,0.93017578125,sampled,ok,18,4096,0.068359375,0.931640625,False
external_iscas85_c2670,c2670,refactor_z,new_n760,new_n849,1,verified,0.9145345052083332,1.0,0.9658203125,sampled,ok,19,4096,0.035888671875,0.964111328125,False
external_iscas85_c2670,c2670,refactor_z,new_n761,new_n837,1,verified,0.8949300130208333,1.0,0.93017578125,sampled,ok,17,4096,0.0625,0.9375,False
external_iscas85_c2670,c2670,refactor_z,new_n762,new_n838,1,verified,0.9145345052083332,1.0,0.9658203125,sampled,ok,18,4096,0.034423828125,0.965576171875,False
external_iscas85_c2670,c2670,refactor_z,new_n764,new_n853,1,verified,0.9153401692708334,1.0,0.96728515625,sampled,ok,13,4096,0.03125,0.96875,False
external_iscas85_c2670,c2670,refactor_z,new_n765,new_n854,1,verified,0.9142659505208334,1.0,0.96533203125,sampled,ok,13,4096,0.03125,0.96875,False
external_iscas85_c2670,c2670,refactor_z,new_n766,new_n855,1,verified,0.9139973958333334,1.0,0.96484375,sampled,ok,14,4096,0.029296875,0.970703125,False
external_iscas85_c2670,c2670,refactor_z,new_n767,new_n856,1,verified,0.9236653645833334,1.0,0.982421875,sampled,ok,15,4096,0.013427734375,0.986572265625,False
external_iscas85_c2670,c2670,refactor_z,new_n768,new_n883,1,verified,0.9297078450520834,1.0,0.993408203125,sampled,ok,21,4096,0.007080078125,0.992919921875,False
external_iscas85_c2670,c2670,refactor_z,new_n774,new_n845,1,verified,0.9208455403645832,1.0,0.977294921875,sampled,ok,20,4096,0.015869140625,0.984130859375,False
external_iscas85_c2670,c2670,refactor_z,new_n775,new_n864,1,verified,0.9126546223958334,1.0,0.96240234375,sampled,ok,13,4096,0.027099609375,0.972900390625,False
external_iscas85_c2670,c2670,refactor_z,new_n776,new_n865,1,verified,0.9153401692708334,1.0,0.96728515625,sampled,ok,13,4096,0.030029296875,0.969970703125,False
external_iscas85_c2670,c2670,refactor_z,new_n777,new_n866,1,verified,0.9131917317708332,1.0,0.96337890625,sampled,ok,14,4096,0.0302734375,0.9697265625,False
external_iscas85_c2670,c2670,refactor_z,new_n778,new_n867,1,verified,0.9237996419270832,1.0,0.982666015625,sampled,ok,15,4096,0.016845703125,0.983154296875,False
external_iscas85_c2670,c2670,refactor_z,new_n786,new_n835,1,verified,0.9148030598958332,1.0,0.96630859375,sampled,ok,13,4096,0.0302734375,0.9697265625,False
external_iscas85_c2670,c2670,refactor_z,new_n787,new_n836,1,verified,0.9258138020833332,1.0,0.986328125,sampled,ok,14,4096,0.015869140625,0.984130859375,False
external_iscas85_c2670,c2670,refactor_z,new_n810,new_n840,1,verified,0.938720703125,1.0,0.9794921875,sampled,ok,19,4096,0.020751953125,0.979248046875,False
external_iscas85_c2670,c2670,refactor_z,new_n813,new_n896,1,verified,0.9162801106770834,1.0,0.968994140625,sampled,ok,25,4096,0.022705078125,0.977294921875,False
external_iscas85_c2670,c2670,refactor_z,new_n815,new_n897,1,verified,0.9192342122395832,1.0,0.974365234375,sampled,ok,31,4096,0.0185546875,0.9814453125,False
external_iscas85_c2670,c2670,refactor_z,new_n816,new_n879,1,verified,0.9293050130208332,1.0,0.99267578125,sampled,ok,21,4096,0.00732421875,0.99267578125,False
external_iscas85_c2670,c2670,refactor_z,new_n824,new_n924,1,verified,0.8889038085937501,1.0,0.888916015625,sampled,ok,60,4096,0.10205078125,0.89794921875,False
external_iscas85_c2670,c2670,refactor_z,new_n825,new_n925,1,verified,0.9328125,1.0,0.96875,sampled,ok,78,4096,0.035400390625,0.964599609375,False
external_iscas85_c2670,c2670,refactor_z,new_n828,new_n929,1,verified,0.8547810872395833,1.0,0.857177734375,sampled,ok,24,4096,0.14892578125,0.85107421875,False
external_iscas85_c2670,c2670,refactor_z,new_n832,new_n933,1,verified,0.8586914062500001,1.0,0.833984375,sampled,ok,78,4096,0.1611328125,0.8388671875,False
external_iscas85_c2670,c2670,resyn2,new_n695,new_n910,1,verified,0.9149373372395834,1.0,0.966552734375,sampled,ok,13,4096,0.031494140625,0.968505859375,False
external_iscas85_c2670,c2670,resyn2,new_n696,new_n911,1,verified,0.9154744466145832,1.0,0.967529296875,sampled,ok,13,4096,0.026123046875,0.973876953125,False
external_iscas85_c2670,c2670,resyn2,new_n697,new_n912,1,verified,0.9148030598958332,1.0,0.96630859375,sampled,ok,14,4096,0.02978515625,0.97021484375,False
external_iscas85_c2670,c2670,resyn2,new_n698,new_n919,1,verified,0.9227254231770834,1.0,0.980712890625,sampled,ok,20,4096,0.017822265625,0.982177734375,False
external_iscas85_c2670,c2670,resyn2,new_n699,new_n900,1,verified,0.9137288411458332,1.0,0.96435546875,sampled,ok,13,4096,0.032958984375,0.967041015625,False
external_iscas85_c2670,c2670,resyn2,new_n700,new_n901,1,verified,0.9146687825520834,1.0,0.966064453125,sampled,ok,13,4096,0.029541015625,0.970458984375,False
external_iscas85_c2670,c2670,resyn2,new_n701,new_n902,1,verified,0.9149373372395834,1.0,0.966552734375,sampled,ok,14,4096,0.032958984375,0.967041015625,False
external_iscas85_c2670,c2670,resyn2,new_n702,new_n904,1,verified,0.9131917317708332,1.0,0.96337890625,sampled,ok,13,4096,0.0302734375,0.9697265625,False
external_iscas85_c2670,c2670,resyn2,new_n703,new_n905,1,verified,0.9134602864583332,1.0,0.9638671875,sampled,ok,13,4096,0.034423828125,0.965576171875,False
external_iscas85_c2670,c2670,resyn2,new_n704,new_n906,1,verified,0.9145345052083332,1.0,0.9658203125,sampled,ok,14,4096,0.032470703125,0.967529296875,False
external_iscas85_c2670,c2670,resyn2,new_n708,new_n903,1,verified,0.9227254231770834,1.0,0.980712890625,sampled,ok,20,4096,0.015869140625,0.984130859375,False
external_iscas85_c2670,c2670,resyn2,new_n712,new_n917,1,verified,0.8974812825520834,1.0,0.934814453125,sampled,ok,32,4096,0.06591796875,0.93408203125,False
