benchmark,circuit,optimization,optimized_node,original_candidate,rank,sat_status,combined_score,support_overlap,simulation_similarity,distance_mode,skip_reason,union_support_size,pattern_count,distance,similarity,is_formal_distance
external_iscas85_c7552,c7552,refactor_z,new_n1818,new_n1846,1,rejected,0.99610595703125,1.0,0.992919921875,exact,ok,7,128,0.0078125,0.9921875,True
external_iscas85_c7552,c7552,refactor_z,new_n1819,new_n2047,1,rejected,0.99610595703125,1.0,0.992919921875,exact,ok,7,128,0.0078125,0.9921875,True
external_iscas85_c7552,c7552,compress2rs,new_n1633,new_n1802,1,rejected,0.99530029296875,1.0,0.991455078125,exact,ok,9,512,0.01171875,0.98828125,True
external_iscas85_c7552,c7552,compress2rs,new_n1634,new_n2077,1,rejected,0.99530029296875,1.0,0.991455078125,exact,ok,9,512,0.01171875,0.98828125,True
external_iscas85_c7552,c7552,refactor_z,new_n1848,new_n1802,1,rejected,0.99530029296875,1.0,0.991455078125,exact,ok,9,512,0.01171875,0.98828125,True
external_iscas85_c7552,c7552,refactor_z,new_n1849,new_n2077,1,rejected,0.99530029296875,1.0,0.991455078125,exact,ok,9,512,0.01171875,0.98828125,True
external_iscas85_c7552,c7552,resyn2,new_n1646,new_n2077,1,rejected,0.99530029296875,1.0,0.991455078125,exact,ok,9,512,0.01171875,0.98828125,True
external_iscas85_c7552,c7552,resyn2_like,new_n1646,new_n2077,1,rejected,0.99530029296875,1.0,0.991455078125,exact,ok,9,512,0.01171875,0.98828125,True
external_iscas85_c7552,c7552,rewrite_z,new_n1833,new_n1802,1,rejected,0.99530029296875,1.0,0.991455078125,exact,ok,9,512,0.01171875,0.98828125,True
external_iscas85_c7552,c7552,resyn,new_n1706,new_n2115,1,rejected,0.99422607421875,1.0,0.989501953125,exact,ok,11,2048,0.013671875,0.986328125,True
external_iscas85_c7552,c7552,rewrite,new_n1636,new_n2028,1,rejected,0.99395751953125,1.0,0.989013671875,exact,ok,9,512,0.01171875,0.98828125,True
external_iscas85_c7552,c7552,refactor,new_n1489,new_n1663,1,rejected,0.9935546875,1.0,0.98828125,exact,ok,8,256,0.015625,0.984375,True
external_iscas85_c7552,c7552,refactor_z,new_n1474,new_n1663,1,rejected,0.9935546875,1.0,0.98828125,exact,ok,8,256,0.015625,0.984375,True
external_iscas85_c7552,c7552,refactor,new_n1225,new_n1376,1,rejected,0.9927490234375,1.0,0.98681640625,exact,ok,8,256,0.015625,0.984375,True
external_iscas85_c7552,c7552,refactor_z,new_n1211,new_n1376,1,rejected,0.9927490234375,1.0,0.98681640625,exact,ok,8,256,0.015625,0.984375,True
external_iscas85_c7552,c7552,rewrite_z,new_n1735,new_n2046,1,rejected,0.99234619140625,1.0,0.986083984375,exact,ok,7,128,0.015625,0.984375,True
external_iscas85_c7552,c7552,refactor,new_n1493,new_n1666,1,rejected,0.99154052734375,1.0,0.984619140625,exact,ok,8,256,0.015625,0.984375,True
external_iscas85_c7552,c7552,refactor_z,new_n1478,new_n1666,1,rejected,0.99154052734375,1.0,0.984619140625,exact,ok,8,256,0.015625,0.984375,True
external_iscas85_c7552,c7552,refactor,new_n1229,new_n1379,1,rejected,0.99127197265625,1.0,0.984130859375,exact,ok,8,256,0.015625,0.984375,True
external_iscas85_c7552,c7552,refactor_z,new_n1215,new_n1379,1,rejected,0.99127197265625,1.0,0.984130859375,exact,ok,8,256,0.015625,0.984375,True
external_iscas85_c7552,c7552,rewrite_z,new_n1797,new_n2076,1,rejected,0.989794921875,1.0,0.9814453125,exact,ok,9,512,0.0234375,0.9765625,True
external_iscas85_c7552,c7552,dc2,new_n1573,new_n2076,1,rejected,0.9884521484375,1.0,0.97900390625,exact,ok,9,512,0.0234375,0.9765625,True
external_iscas85_c7552,c7552,resyn,new_n663,new_n668,1,rejected,0.987646484375,1.0,0.9775390625,exact,ok,11,2048,0.0234375,0.9765625,True
external_iscas85_c7552,c7552,rewrite,new_n396,new_n659,1,rejected,0.987646484375,1.0,0.9775390625,exact,ok,11,2048,0.0234375,0.9765625,True
external_iscas85_c7552,c7552,refactor_z,new_n1206,new_n1364,1,rejected,0.98697509765625,1.0,0.976318359375,exact,ok,5,32,0.03125,0.96875,True
external_iscas85_c7552,c7552,rewrite_z,new_n1827,new_n2082,1,rejected,0.98670654296875,1.0,0.975830078125,exact,ok,11,2048,0.029296875,0.970703125,True
external_iscas85_c7552,c7552,refactor_z,new_n1493,new_n1677,1,rejected,0.98590087890625,1.0,0.974365234375,exact,ok,5,32,0.03125,0.96875,True
external_iscas85_c7552,c7552,refactor_z,new_n1227,new_n1388,1,rejected,0.98536376953125,1.0,0.973388671875,exact,ok,5,32,0.03125,0.96875,True
external_iscas85_c7552,c7552,refactor_z,new_n1230,new_n1390,1,rejected,0.98536376953125,1.0,0.973388671875,exact,ok,5,32,0.03125,0.96875,True
external_iscas85_c7552,c7552,resyn,new_n1190,new_n1384,1,rejected,0.9852294921875,1.0,0.97314453125,exact,ok,10,1024,0.03125,0.96875,True
external_iscas85_c7552,c7552,resyn,new_n1191,new_n1385,1,rejected,0.9852294921875,1.0,0.97314453125,exact,ok,10,1024,0.03125,0.96875,True
external_iscas85_c7552,c7552,rewrite_z,new_n1266,new_n1384,1,rejected,0.9852294921875,1.0,0.97314453125,exact,ok,10,1024,0.03125,0.96875,True
external_iscas85_c7552,c7552,rewrite_z,new_n1267,new_n1385,1,rejected,0.9852294921875,1.0,0.97314453125,exact,ok,10,1024,0.03125,0.96875,True
external_iscas85_c7552,c7552,rewrite,new_n491,new_n675,1,rejected,0.9849609375,1.0,0.97265625,exact,ok,11,2048,0.0234375,0.9765625,True
external_iscas85_c7552,c7552,refactor_z,new_n1468,new_n1648,1,rejected,0.9846923828125,1.0,0.97216796875,exact,ok,5,32,0.03125,0.96875,True
external_iscas85_c7552,c7552,dc2,new_n1316,new_n1680,1,rejected,0.984423828125,1.0,0.9716796875,exact,ok,7,128,0.03125,0.96875,True
external_iscas85_c7552,c7552,resyn,new_n1397,new_n1671,1,rejected,0.98428955078125,1.0,0.971435546875,exact,ok,10,1024,0.03125,0.96875,True
external_iscas85_c7552,c7552,resyn,new_n1398,new_n1672,1,rejected,0.98428955078125,1.0,0.971435546875,exact,ok,10,1024,0.03125,0.96875,True
external_iscas85_c7552,c7552,rewrite_z,new_n1506,new_n1671,1,rejected,0.98428955078125,1.0,0.971435546875,exact,ok,10,1024,0.03125,0.96875,True
external_iscas85_c7552,c7552,rewrite_z,new_n1507,new_n1672,1,rejected,0.98428955078125,1.0,0.971435546875,exact,ok,10,1024,0.03125,0.96875,True
external_iscas85_c7552,c7552,refactor_z,new_n1203,new_n1370,1,rejected,0.9841552734375,1.0,0.97119140625,exact,ok,5,32,0.03125,0.96875,True
external_iscas85_c7552,c7552,compress2rs,new_n1639,new_n2081,1,rejected,0.98402099609375,1.0,0.970947265625,exact,ok,9,512,0.03125,0.96875,True
external_iscas85_c7552,c7552,refactor_z,new_n1490,new_n1674,1,rejected,0.98402099609375,1.0,0.970947265625,exact,ok,5,32,0.03125,0.96875,True
external_iscas85_c7552,c7552,resyn2,new_n1651,new_n2081,1,rejected,0.98402099609375,1.0,0.970947265625,exact,ok,9,512,0.03125,0.96875,True
external_iscas85_c7552,c7552,resyn2_like,new_n1651,new_n2081,1,rejected,0.98402099609375,1.0,0.970947265625,exact,ok,9,512,0.03125,0.96875,True
external_iscas85_c7552,c7552,refactor_z,new_n1465,new_n1657,1,rejected,0.98375244140625,1.0,0.970458984375,exact,ok,5,32,0.03125,0.96875,True
external_iscas85_c7552,c7552,refactor,new_n1499,new_n1646,1,rejected,0.9836181640625,1.0,0.97021484375,exact,ok,5,32,0.03125,0.96875,True
external_iscas85_c7552,c7552,refactor_z,new_n1484,new_n1646,1,rejected,0.9836181640625,1.0,0.97021484375,exact,ok,5,32,0.03125,0.96875,True
external_iscas85_c7552,c7552,refactor,new_n1235,new_n1362,1,rejected,0.9830810546875,1.0,0.96923828125,exact,ok,5,32,0.03125,0.96875,True
external_iscas85_c7552,c7552,refactor_z,new_n1221,new_n1362,1,rejected,0.9830810546875,1.0,0.96923828125,exact,ok,5,32,0.03125,0.96875,True
external_iscas85_c7552,c7552,refactor,new_n1230,new_n1377,1,rejected,0.98240966796875,1.0,0.968017578125,exact,ok,8,256,0.03125,0.96875,True
external_iscas85_c7552,c7552,refactor,new_n1848,new_n2051,1,rejected,0.98240966796875,1.0,0.968017578125,exact,ok,9,512,0.03125,0.96875,True
external_iscas85_c7552,c7552,refactor_z,new_n1216,new_n1377,1,rejected,0.98240966796875,1.0,0.968017578125,exact,ok,8,256,0.03125,0.96875,True
external_iscas85_c7552,c7552,refactor_z,new_n1823,new_n2051,1,rejected,0.98240966796875,1.0,0.968017578125,exact,ok,9,512,0.03125,0.96875,True
external_iscas85_c7552,c7552,resub,new_n1278,new_n1377,1,rejected,0.98240966796875,1.0,0.968017578125,exact,ok,8,256,0.03125,0.96875,True
external_iscas85_c7552,c7552,resub,new_n1907,new_n2051,1,rejected,0.98240966796875,1.0,0.968017578125,exact,ok,9,512,0.03125,0.96875,True
external_iscas85_c7552,c7552,refactor,new_n1494,new_n1664,1,rejected,0.98214111328125,1.0,0.967529296875,exact,ok,8,256,0.03125,0.96875,True
external_iscas85_c7552,c7552,refactor_z,new_n1479,new_n1664,1,rejected,0.98214111328125,1.0,0.967529296875,exact,ok,8,256,0.03125,0.96875,True
external_iscas85_c7552,c7552,resub,new_n1562,new_n1664,1,rejected,0.98214111328125,1.0,0.967529296875,exact,ok,8,256,0.03125,0.96875,True
external_iscas85_c7552,c7552,compress2rs,new_n1566,new_n1830,1,rejected,0.98052978515625,1.0,0.964599609375,exact,ok,9,512,0.03515625,0.96484375,True
external_iscas85_c7552,c7552,rewrite_z,new_n1837,new_n2080,1,rejected,0.98052978515625,1.0,0.964599609375,exact,ok,9,512,0.0390625,0.9609375,True
external_iscas85_c7552,c7552,compress2rs,new_n1582,new_n1858,1,rejected,0.980126953125,1.0,0.9638671875,exact,ok,7,128,0.046875,0.953125,True
external_iscas85_c7552,c7552,refactor,new_n1669,new_n1858,1,rejected,0.980126953125,1.0,0.9638671875,exact,ok,7,128,0.046875,0.953125,True
external_iscas85_c7552,c7552,refactor_z,new_n1649,new_n1858,1,rejected,0.980126953125,1.0,0.9638671875,exact,ok,7,128,0.046875,0.953125,True
external_iscas85_c7552,c7552,resyn2,new_n1524,new_n1858,1,rejected,0.980126953125,1.0,0.9638671875,exact,ok,7,128,0.046875,0.953125,True
external_iscas85_c7552,c7552,resyn2_like,new_n1524,new_n1858,1,rejected,0.980126953125,1.0,0.9638671875,exact,ok,7,128,0.046875,0.953125,True
external_iscas85_c7552,c7552,rewrite_z,new_n756,new_n1118,1,rejected,0.97596435546875,1.0,0.956298828125,exact,ok,12,4096,0.046875,0.953125,True
external_iscas85_c7552,c7552,resyn,new_n654,new_n1802,1,rejected,0.97542724609375,1.0,0.955322265625,exact,ok,9,512,0.046875,0.953125,True
external_iscas85_c7552,c7552,refactor,new_n1824,new_n2050,1,rejected,0.97435302734375,1.0,0.953369140625,exact,ok,9,512,0.046875,0.953125,True
external_iscas85_c7552,c7552,refactor_z,new_n1799,new_n2050,1,rejected,0.97435302734375,1.0,0.953369140625,exact,ok,9,512,0.046875,0.953125,True
external_iscas85_c7552,c7552,resub,new_n1883,new_n2050,1,rejected,0.97435302734375,1.0,0.953369140625,exact,ok,9,512,0.046875,0.953125,True
external_iscas85_c7552,c7552,rewrite_z,new_n1806,new_n1162,1,rejected,0.9739501953125,1.0,0.95263671875,exact,ok,7,128,0.046875,0.953125,True
external_iscas85_c7552,c7552,rewrite_z,new_n948,new_n803,1,rejected,0.97354736328125,1.0,0.951904296875,exact,ok,9,512,0.046875,0.953125,True
external_iscas85_c6288,c6288,rewrite,new_n1227,new_n1205,1,rejected,0.97327880859375,1.0,0.951416015625,exact,ok,6,64,0.046875,0.953125,True
external_iscas85_c6288,c6288,resyn,new_n92,new_n91,1,rejected,0.97139892578125,1.0,0.947998046875,exact,ok,4,16,0.0625,0.9375,True
external_iscas85_c6288,c6288,rewrite_z,new_n92,new_n91,1,rejected,0.97139892578125,1.0,0.947998046875,exact,ok,4,16,0.0625,0.9375,True
external_iscas85_c6288,c6288,resyn,new_n115,new_n116,1,rejected,0.969921875,1.0,0.9453125,exact,ok,4,16,0.0625,0.9375,True
external_iscas85_c6288,c6288,rewrite_z,new_n115,new_n116,1,rejected,0.969921875,1.0,0.9453125,exact,ok,4,16,0.0625,0.9375,True
external_iscas85_c7552,c7552,compress2rs,new_n1470,new_n1882,1,rejected,0.96898193359375,1.0,0.943603515625,exact,ok,4,16,0.0625,0.9375,True
external_iscas85_c7552,c7552,dc2,new_n1605,new_n1882,1,rejected,0.96898193359375,1.0,0.943603515625,exact,ok,4,16,0.0625,0.9375,True
external_iscas85_c7552,c7552,resyn,new_n1558,new_n1882,1,rejected,0.96898193359375,1.0,0.943603515625,exact,ok,4,16,0.0625,0.9375,True
external_iscas85_c7552,c7552,rewrite,new_n1744,new_n1882,1,rejected,0.96898193359375,1.0,0.943603515625,exact,ok,4,16,0.0625,0.9375,True
external_iscas85_c6288,c6288,resyn,new_n77,new_n76,1,rejected,0.9680419921875,1.0,0.94189453125,exact,ok,4,16,0.0625,0.9375,True
external_iscas85_c6288,c6288,rewrite_z,new_n77,new_n76,1,rejected,0.9680419921875,1.0,0.94189453125,exact,ok,4,16,0.0625,0.9375,True
external_iscas85_c7552,c7552,compress2rs,new_n1565,new_n1830,1,rejected,0.96790771484375,1.0,0.941650390625,exact,ok,9,512,0.05859375,0.94140625,True
external_iscas85_c7552,c7552,rewrite,new_n1447,new_n1664,1,rejected,0.96790771484375,1.0,0.941650390625,exact,ok,8,256,0.0625,0.9375,True
external_iscas85_c7552,c7552,resyn,new_n1655,new_n2050,1,rejected,0.9677734375,1.0,0.94140625,exact,ok,9,512,0.0625,0.9375,True
external_iscas85_c7552,c7552,rewrite,new_n1208,new_n1377,1,rejected,0.9677734375,1.0,0.94140625,exact,ok,8,256,0.0625,0.9375,True
external_iscas85_c7552,c7552,rewrite,new_n1653,new_n2050,1,rejected,0.9677734375,1.0,0.94140625,exact,ok,9,512,0.0625,0.9375,True
external_iscas85_c7552,c7552,resyn,new_n645,new_n1842,1,rejected,0.96763916015625,1.0,0.941162109375,exact,ok,11,2048,0.0625,0.9375,True
external_iscas85_c6288,c6288,resyn,new_n682,new_n791,1,rejected,0.9675048828125,1.0,0.94091796875,exact,ok,4,16,0.0625,0.9375,True
external_iscas85_c6288,c6288,rewrite_z,new_n682,new_n791,1,rejected,0.9675048828125,1.0,0.94091796875,exact,ok,4,16,0.0625,0.9375,True
external_iscas85_c7552,c7552,rewrite,new_n1209,new_n1377,1,rejected,0.9675048828125,1.0,0.94091796875,exact,ok,8,256,0.0625,0.9375,True
external_iscas85_c5315,c5315,rewrite_z,new_n788,new_n914,1,rejected,0.9669677734375,1.0,0.93994140625,exact,ok,11,2048,0.0625,0.9375,True
external_iscas85_c3540,c3540,dc2,new_n224,new_n255,1,rejected,0.96669921875,1.0,0.939453125,exact,ok,8,256,0.0625,0.9375,True
external_iscas85_c5315,c5315,refactor_z,new_n1553,new_n1092,1,rejected,0.96669921875,1.0,0.939453125,exact,ok,7,128,0.0625,0.9375,True
