benchmark,benchmark_family,optimization,original_node,optimized_node,candidate_rank,combined_score,support_overlap,sat_status,formal_label,match_category,seed,sample_count,exact_support_limit,original_blif,optimized_blif,cofactor_status,cofactor_skipped_reason,cofactor_mode,cofactor_evidence_level,pattern_count,variables_tested,exact_matching_cofactor_branches,sampled_matching_cofactor_branches,mean_cofactor_error,max_cofactor_error,min_cofactor_error,cofactor_error_variance,cofactor_consistency_score,mean_cofactor_similarity,worst_cofactor_variable,best_cofactor_variable,sensitivity_status,sensitivity_skipped_reason,sensitivity_mode,sensitivity_evidence_level,sensitivity_pattern_count,sensitivity_seed,original_support_size,optimized_support_size,sensitivity_cosine_similarity,sensitivity_l1_distance,sensitivity_l2_distance,dominant_variable_agreement,inactive_variable_agreement,sensitivity_rank_correlation,boolean_difference_similarity,original_dominant_sensitivity_variable,optimized_dominant_sensitivity_variable,original_max_sensitivity,optimized_max_sensitivity,original_mean_sensitivity,optimized_mean_sensitivity,original_sensitivity_entropy,optimized_sensitivity_entropy,original_inactive_support_variables,optimized_inactive_support_variables,functional_feature_mode,functional_feature_evidence_level,support_size_bucket,runtime_seconds,baseline,cofactor_only,sensitivity_only,cofactor_plus_sensitivity,full_combined
external_iscas85_c432,iscas85,resyn2,new_n125,new_n111,1,0.8776760525173611,1.0,verified,verified_equivalent,non_exact_candidate,23,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_resyn2.blif,ok,,sampled,sampled_estimate,256,27,0,0,0.1335022911882437,0.25663716814159293,0.03496503496503497,0.0012182071275163458,0.9301943518756155,0.8664977088117563,G31,G32,ok,,sampled,sampled_estimate,256,23,28,28,0.0,0.04283405172413793,0.09195937217850891,0,0.7586206896551724,0.929064039408867,0.9571659482758621,G6,G30,0.14453125,0.2734375,0.017914870689655173,0.02491918103448276,0.40826217271458914,0.32436543134245904,24,25,sampled,sampled_estimate,13+,0.12336454098112881,0.8776760525173611,0.889217374801544,0.41087015086206896,0.6500437628318064,0.7505276013096178
external_iscas85_c432,iscas85,resyn2,new_n176,new_n167,1,0.875087890625,1.0,rejected,rejected_non_equivalent,non_exact_candidate,23,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_resyn2.blif,ok,,sampled,sampled_estimate,256,18,0,4,0.04343835064759847,0.1,0.0,0.0005531920265370543,0.9529599308445639,0.9565616493524015,G30,G34,ok,,sampled,sampled_estimate,256,23,18,36,0.0,0.013888888888888888,0.04192020841668034,0,0.8888888888888888,0.8821106821106821,0.9861111111111112,G9,G34,0.0,0.14453125,0.0,0.013888888888888888,0.0,0.38514258977737187,18,32,sampled,sampled_estimate,13+,0.15091645810753107,0.875087890625,0.9489245392378506,0.4340277777777778,0.6914761585078142,0.773648812996514
external_iscas85_c432,iscas85,resyn2,new_n176,new_n168,1,0.8761990017361111,1.0,rejected,rejected_non_equivalent,non_exact_candidate,23,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_resyn2.blif,ok,,sampled,sampled_estimate,256,18,0,4,0.07444052461028915,0.16101694915254236,0.0,0.0014310240059442407,0.9243422441267456,0.9255594753897108,G34,G26,ok,,sampled,sampled_estimate,256,23,18,36,0.0,0.015190972222222222,0.04597110271851492,0,0.8888888888888888,0.8795366795366796,0.9848090277777778,G9,G26,0.0,0.16796875,0.0,0.015190972222222222,0.0,0.38451128664291784,18,32,sampled,sampled_estimate,13+,0.14911162480711937,0.8761990017361111,0.9162323557408547,0.4335720486111111,0.674902202175983,0.762144002465721
external_iscas85_c432,iscas85,rewrite,new_n111,new_n105,1,0.9658935546875,1.0,verified,verified_equivalent,non_exact_candidate,23,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_rewrite.blif,ok,,sampled,sampled_estimate,256,25,0,3,0.05909926042501734,0.1282051282051282,0.0,0.0008092757923451493,0.9431044538704426,0.9409007395749827,G27,G1,ok,,sampled,sampled_estimate,256,23,25,25,0.9003393380484105,0.0309375,0.04823546575135353,0,0.96,0.41230769230769226,0.9690625,G15,G27,0.1484375,0.2890625,0.09734375,0.08859375,0.9416482540258417,0.906628245806551,4,5,sampled,sampled_estimate,13+,0.18441441608592868,0.9658935546875,0.9352021956594746,0.8403245771217848,0.8877633863906297,0.9429099586379669
external_iscas85_c432,iscas85,rewrite,new_n112,new_n106,1,0.9465576171875,1.0,verified,verified_equivalent,non_exact_candidate,23,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_rewrite.blif,ok,,sampled,sampled_estimate,256,26,0,0,0.0781938080140909,0.152,0.007633587786259542,0.000728387256947837,0.9460226989578828,0.9218061919859091,G31,G24,ok,,sampled,sampled_estimate,256,23,26,26,0.8574440871831772,0.03936298076923077,0.05024681794244633,0,0.9230769230769231,0.35452991452991456,0.9606370192307693,G15,G30,0.140625,0.19921875,0.08924278846153846,0.07752403846153846,0.9707980424096766,0.9160525951727108,2,4,sampled,sampled_estimate,13+,0.11987416702322662,0.9465576171875,0.9277446516219038,0.8143804882708913,0.8710625699463975,0.9244164017250959
external_iscas85_c432,iscas85,rewrite,new_n118,new_n110,1,0.88111572265625,1.0,verified,verified_equivalent,non_exact_candidate,23,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_rewrite.blif,ok,,sampled,sampled_estimate,256,18,0,0,0.29736166123406144,0.48672566371681414,0.14685314685314685,0.0026272228690623176,0.8974871155598025,0.7026383387659385,G34,G1,ok,,sampled,sampled_estimate,256,23,19,19,0.0,0.09140625,0.19097528012072007,0,0.75,0.5819548872180451,0.90859375,G5,G36,0.31640625,0.54296875,0.0421875,0.04921875,0.3649826508635143,0.22959835357212166,16,17,sampled,sampled_estimate,13+,0.09510070807300508,0.88111572265625,0.7908687657542884,0.3930078125,0.5919382891271442,0.7127864239980262
external_iscas85_c432,iscas85,rewrite,new_n119,new_n111,1,0.8511718750000001,1.0,verified,verified_equivalent,non_exact_candidate,23,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_rewrite.blif,ok,,sampled,sampled_estimate,256,27,0,0,0.28606807668218887,0.5666666666666667,0.03676470588235294,0.003424412206563017,0.8829630450402435,0.7139319233178112,G34,G23,ok,,sampled,sampled_estimate,256,23,28,28,0.0,0.05064655172413793,0.13958849332116316,0,0.7931034482758621,0.6630541871921183,0.9493534482758621,G3,G36,0.12109375,0.52734375,0.01575969827586207,0.03488685344827586,0.4113109257838196,0.20557891241310586,24,26,sampled,sampled_estimate,13+,0.13571070786565542,0.8511718750000001,0.7788391812667012,0.4115840517241379,0.5952116164954195,0.6976151565840828
external_iscas85_c6288,iscas85,dc2,new_n105,new_n100,1,0.8945190429687501,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_dc2.blif,ok,,exhaustive,formal_exhaustive,128,7,1,0,0.0625,0.125,0.0,0.00146484375,0.9234534455380257,0.9375,G4,G1,ok,,exhaustive,formal_exhaustive,64,0,7,7,0.9923487295578761,0.049107142857142856,0.06576303510114391,0,1.0,0.5,0.9508928571428571,G17,G4,0.46875,0.5,0.3794642857142857,0.42857142857142855,0.9737361390756215,0.990495397526309,0,0,exhaustive,formal_exhaustive,5-8,0.4035448329523206,0.8945190429687501,0.9235243950459142,0.8793694283010441,0.9014469116734791,0.9186658535915099
external_iscas85_c6288,iscas85,dc2,new_n1059,new_n1001,1,0.92529296875,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_dc2.blif,ok,,exhaustive,formal_exhaustive,64,6,2,0,0.046875,0.09375,0.0,0.0008951822916666666,0.9401608057652289,0.953125,G19,G14,ok,,exhaustive,formal_exhaustive,32,0,6,6,0.9781669751270667,0.03125,0.03125,1,1.0,0.8285714285714285,0.96875,G19,G19,0.1875,0.15625,0.125,0.11458333333333333,0.9513282751069652,0.9824068071482792,0,0,exhaustive,formal_exhaustive,5-8,0.24727633292786777,0.92529296875,0.9413071931708759,0.97923763880718,0.9602724159890279,0.988639043359606
external_iscas85_c6288,iscas85,dc2,new_n1205,new_n1002,1,0.9066121419270834,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_dc2.blif,ok,,exhaustive,formal_exhaustive,64,6,1,0,0.046875,0.09375,0.0,0.0005696614583333334,0.9522648365108767,0.953125,G19,G14,ok,,exhaustive,formal_exhaustive,32,0,6,6,0.9919329950175891,0.0625,0.06987712429686843,1,1.0,0.9428571428571428,0.9375,G19,G19,0.40625,0.4375,0.3125,0.375,0.9595449188244556,0.9833729826166658,0,0,exhaustive,formal_exhaustive,5-8,0.24740483285859227,0.9066121419270834,0.9479644100809821,0.9744948477579151,0.9612296289194486,0.9815933804220013
external_iscas85_c6288,iscas85,dc2,new_n1210,new_n1005,1,0.88162841796875,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_dc2.blif,ok,,exhaustive,formal_exhaustive,128,7,2,0,0.078125,0.15625,0.0,0.0020228794642857145,0.9100471353588845,0.921875,G20,G14,ok,,exhaustive,formal_exhaustive,64,0,7,7,0.9955558510606185,0.10714285714285714,0.11080065755348979,0,1.0,0.8571428571428572,0.8928571428571429,G14,G20,0.4375,0.5,0.32142857142857145,0.42857142857142855,0.9831426483344479,0.990495397526309,0,0,exhaustive,formal_exhaustive,5-8,0.2901942499447614,0.88162841796875,0.9075571744473865,0.8605001329772782,0.8840286537123323,0.9017363071025214
external_iscas85_c6288,iscas85,resyn2,new_n1059,new_n1001,1,0.92529296875,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_resyn2.blif,ok,,exhaustive,formal_exhaustive,64,6,2,0,0.046875,0.09375,0.0,0.0008951822916666666,0.9401608057652289,0.953125,G19,G14,ok,,exhaustive,formal_exhaustive,32,0,6,6,0.9781669751270667,0.03125,0.03125,1,1.0,0.8285714285714285,0.96875,G19,G19,0.1875,0.15625,0.125,0.11458333333333333,0.9513282751069652,0.9824068071482792,0,0,exhaustive,formal_exhaustive,5-8,0.5826273749116808,0.92529296875,0.9413071931708759,0.97923763880718,0.9602724159890279,0.988639043359606
external_iscas85_c6288,iscas85,resyn2,new_n1205,new_n1002,1,0.9066121419270834,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_resyn2.blif,ok,,exhaustive,formal_exhaustive,64,6,1,0,0.046875,0.09375,0.0,0.0005696614583333334,0.9522648365108767,0.953125,G19,G14,ok,,exhaustive,formal_exhaustive,32,0,6,6,0.9919329950175891,0.0625,0.06987712429686843,1,1.0,0.9428571428571428,0.9375,G19,G19,0.40625,0.4375,0.3125,0.375,0.9595449188244556,0.9833729826166658,0,0,exhaustive,formal_exhaustive,5-8,0.24799750000238419,0.9066121419270834,0.9479644100809821,0.9744948477579151,0.9612296289194486,0.9815933804220013
external_iscas85_c6288,iscas85,resyn2,new_n1210,new_n1005,1,0.88162841796875,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_resyn2.blif,ok,,exhaustive,formal_exhaustive,128,7,2,0,0.078125,0.15625,0.0,0.0020228794642857145,0.9100471353588845,0.921875,G20,G14,ok,,exhaustive,formal_exhaustive,64,0,7,7,0.9955558510606185,0.10714285714285714,0.11080065755348979,0,1.0,0.8571428571428572,0.8928571428571429,G14,G20,0.4375,0.5,0.32142857142857145,0.42857142857142855,0.9831426483344479,0.990495397526309,0,0,exhaustive,formal_exhaustive,5-8,0.27456995914690197,0.88162841796875,0.9075571744473865,0.8605001329772782,0.8840286537123323,0.9017363071025214
external_iscas85_c6288,iscas85,resyn2,new_n1064,new_n1007,1,0.89166259765625,0.875,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_resyn2.blif,ok,,exhaustive,formal_exhaustive,256,7,1,0,0.1171875,0.234375,0.0,0.0031563895089285715,0.887636491529882,0.8828125,G19,G13,ok,,exhaustive,formal_exhaustive,128,0,7,8,0.8990116635869912,0.06640625,0.08341467384399462,0,0.875,0.1428571428571429,0.93359375,G19,G13,0.125,0.21875,0.08984375,0.15625,0.9314128620071588,0.9920631153030491,0,0,exhaustive,formal_exhaustive,5-8,0.31888537504710257,0.89166259765625,0.8737469453414352,0.8188130611141461,0.8462800032277906,0.8835490917893376
external_iscas85_c6288,iscas85,rewrite,new_n1200,new_n1224,1,0.9149373372395834,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_rewrite.blif,ok,,exhaustive,formal_exhaustive,32,5,5,0,0.03125,0.0625,0.0,0.0009765625,0.9375,0.96875,G19,G15,ok,,exhaustive,formal_exhaustive,16,0,5,5,0.9980241039774619,0.0625,0.0625,1,1.0,1.0,0.9375,G19,G19,0.4375,0.5,0.3125,0.375,0.9229253051315861,0.9501753880799719,0,0,exhaustive,formal_exhaustive,5-8,0.35725620784796774,0.9149373372395834,0.9484375,0.9772358467898579,0.962836673394929,0.9864254173544319
external_iscas85_c6288,iscas85,rewrite,new_n1059,new_n1226,1,0.92529296875,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_rewrite.blif,ok,,exhaustive,formal_exhaustive,64,6,2,0,0.046875,0.09375,0.0,0.0008951822916666666,0.9401608057652289,0.953125,G19,G14,ok,,exhaustive,formal_exhaustive,32,0,6,6,0.9781669751270667,0.03125,0.03125,1,1.0,0.8285714285714285,0.96875,G19,G19,0.1875,0.15625,0.125,0.11458333333333333,0.9513282751069652,0.9824068071482792,0,0,exhaustive,formal_exhaustive,5-8,0.2760768330190331,0.92529296875,0.9413071931708759,0.97923763880718,0.9602724159890279,0.988639043359606
external_iscas85_c6288,iscas85,rewrite,new_n1205,new_n1227,1,0.97327880859375,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_rewrite.blif,ok,,exhaustive,formal_exhaustive,64,6,1,0,0.046875,0.09375,0.0,0.0005696614583333334,0.9522648365108767,0.953125,G19,G14,ok,,exhaustive,formal_exhaustive,32,0,6,6,0.9919329950175891,0.0625,0.06987712429686843,1,1.0,0.9428571428571428,0.9375,G19,G19,0.40625,0.4375,0.3125,0.375,0.9595449188244556,0.9833729826166658,0,0,exhaustive,formal_exhaustive,5-8,0.27266233297996223,0.97327880859375,0.9479644100809821,0.9744948477579151,0.9612296289194486,1.0
external_iscas85_c6288,iscas85,rewrite,new_n1210,new_n1230,1,0.90662841796875,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_rewrite.blif,ok,,exhaustive,formal_exhaustive,128,7,2,0,0.078125,0.15625,0.0,0.0020228794642857145,0.9100471353588845,0.921875,G20,G14,ok,,exhaustive,formal_exhaustive,64,0,7,7,0.9955558510606185,0.10714285714285714,0.11080065755348979,0,1.0,0.8571428571428572,0.8928571428571429,G14,G20,0.4375,0.5,0.32142857142857145,0.42857142857142855,0.9831426483344479,0.990495397526309,0,0,exhaustive,formal_exhaustive,5-8,0.31713595893234015,0.90662841796875,0.9075571744473865,0.8605001329772782,0.8840286537123323,0.9129863071025214
external_iscas85_c2670,iscas85,balance,new_n668,new_n659,1,0.881787109375,1.0,rejected,rejected_non_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c2670.blif,temporary_abc_variant:external_iscas85_c2670_balance.blif,ok,,sampled,sampled_estimate,256,15,0,0,0.35112847455409785,0.45925925925925926,0.23140495867768596,0.0019762108425715793,0.911090813915061,0.6488715254459021,G109,G141,ok,,sampled,sampled_estimate,256,29,33,15,0.5869262545563049,0.08380681818181818,0.16433002628931273,0,0.42424242424242425,0.18415775401069523,0.9161931818181819,G141,G140,0.0859375,0.76171875,0.02166193181818182,0.08368844696969698,0.8408489173202546,0.6427049338250092,5,0,sampled,sampled_estimate,13+,0.39513774984516203,0.881787109375,0.7822790556334234,0.6272086706109433,0.7047438631221834,0.8006048079486535
external_iscas85_c2670,iscas85,balance,new_n557,new_n665,1,0.8609578450520833,1.0,rejected,rejected_non_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c2670.blif,temporary_abc_variant:external_iscas85_c2670_balance.blif,ok,,sampled,sampled_estimate,256,1,0,0,0.41288916562889166,0.6545454545454545,0.17123287671232876,0.058397761972925316,0.5166874221668742,0.5871108343711083,G12,G12,ok,,mixed,sampled_estimate,256,29,2,24,0.13169514428693938,0.12421875,0.2016669424175973,0,0.44,-0.17076923076923078,0.87578125,G15,G135,0.5,0.5546875,0.04,0.09640625,0.21533827903669653,0.7387561493166503,0,10,sampled,sampled_estimate,13+,0.2748332500923425,0.8609578450520833,0.5242123287671233,0.40978625242912264,0.46699929059812295,0.6240847220596915
external_iscas85_c2670,iscas85,balance,new_n672,new_n671,1,0.8759621360085228,0.8863636363636364,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c2670.blif,temporary_abc_variant:external_iscas85_c2670_balance.blif,skipped,no_common_support,unavailable,unresolved,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,ok,,mixed,sampled_estimate,256,29,2,39,0.0,0.038014481707317076,0.15765729622075447,0,0.24390243902439024,-0.11742160278745639,0.961985518292683,G9,G140,1.0,0.0703125,0.024390243902439025,0.013624237804878049,-0.0,0.8169698948681418,1,9,sampled,sampled_estimate,13+,0.45668870816007257,0.8759621360085228,0.0,0.36108517530487805,0.18054258765243902,0.49038151303310357
external_iscas85_c2670,iscas85,balance,new_n594,new_n673,1,0.87459716796875,0.8333333333333334,rejected,rejected_non_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c2670.blif,temporary_abc_variant:external_iscas85_c2670_balance.blif,ok,,sampled,sampled_estimate,256,8,0,0,0.525925263753717,0.7804878048780488,0.2857142857142857,0.009886055489634449,0.8011427095665391,0.47407473624628305,G22,G107,ok,,mixed,sampled_estimate,256,29,8,78,0.0,0.025691105769230768,0.09388449387200938,0,0.8846153846153846,0.7177758949910849,0.9743088942307693,G23,G117,0.5,0.00390625,0.02564102564102564,5.0080128205128203e-05,0.4375217216405589,-0.0,0,77,sampled,sampled_estimate,13+,0.976348000112921,0.87459716796875,0.6285058674599908,0.4294696514423077,0.5289877594511493,0.6596112403030481
external_iscas85_c2670,iscas85,dc2,new_n339,new_n323,1,0.86572265625,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c2670.blif,temporary_abc_variant:external_iscas85_c2670_dc2.blif,ok,,exhaustive,formal_exhaustive,16,2,0,0,0.25,0.25,0.25,0.0,1.0,0.75,G120,G117,ok,,exhaustive,formal_exhaustive,8,0,3,3,0.6666666666666667,0.125,0.1767766952966369,0,0.5,-0.8,0.875,G67,G56,0.25,0.25,0.1875,0.1875,0.792481250360578,0.792481250360578,0,0,exhaustive,formal_exhaustive,0-4,0.047465082956478,0.86572265625,0.8875,0.65625,0.771875,0.8395751953125001
external_iscas85_c2670,iscas85,dc2,new_n387,new_n361,1,0.8870971679687499,0.875,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c2670.blif,temporary_abc_variant:external_iscas85_c2670_dc2.blif,ok,,exhaustive,formal_exhaustive,256,7,1,0,0.125,0.25,0.0,0.0027901785714285715,0.8943557181589354,0.875,G72,G117,ok,,exhaustive,formal_exhaustive,128,0,7,8,0.7977240352174656,0.125,0.14657549249448218,0,0.875,0.33333333333333337,0.875,G118,G123,0.5,0.25,0.1875,0.125,0.861654166907052,0.9166666666666666,0,0,exhaustive,formal_exhaustive,5-8,0.09390158415772021,0.8870971679687499,0.8731456449874144,0.7527258158478595,0.812935730417637,0.8602234745003445
external_iscas85_c2670,iscas85,dc2,new_n553,new_n471,1,0.87977294921875,1.0,verified,verified_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c2670.blif,temporary_abc_variant:external_iscas85_c2670_dc2.blif,ok,,sampled,sampled_estimate,256,9,0,0,0.3772299271760555,0.6102941176470589,0.11666666666666667,0.010881504531221131,0.7913710994974941,0.6227700728239445,G12,G134,ok,,sampled,sampled_estimate,256,29,18,9,0.6275709884160523,0.11436631944444445,0.16809235197126798,0,0.16666666666666666,-0.2321981424148607,0.8856336805555556,G135,G134,0.54296875,0.52734375,0.13585069444444445,0.08311631944444445,0.753868907293169,0.6473580024770228,6,0,sampled,sampled_estimate,13+,0.19175149989314377,0.87977294921875,0.6921942184472963,0.6090453996483347,0.6506198090478155,0.7686333647659412
external_iscas85_c2670,iscas85,dc2,new_n554,new_n527,1,0.88299560546875,1.0,verified,verified_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c2670.blif,temporary_abc_variant:external_iscas85_c2670_dc2.blif,ok,,sampled,sampled_estimate,256,9,0,0,0.42959736566016776,0.5958904109589042,0.21818181818181817,0.008128998946870131,0.8196780773519744,0.5704026343398323,G117,G134,ok,,sampled,sampled_estimate,256,29,24,9,0.5967676560036418,0.09033203125,0.11876381241627619,1,0.2916666666666667,-0.22173913043478266,0.90966796875,G134,G134,0.26171875,0.5390625,0.06949869791666667,0.06868489583333333,0.7581461863009271,0.5990849742698966,10,0,sampled,sampled_estimate,13+,0.25131208403036,0.88299560546875,0.6908748234666369,0.7160959009308054,0.7034853621987212,0.8190113260929168
external_iscas85_c2670,iscas85,resyn2,new_n339,new_n326,1,0.86572265625,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c2670.blif,temporary_abc_variant:external_iscas85_c2670_resyn2.blif,ok,,exhaustive,formal_exhaustive,16,2,0,0,0.25,0.25,0.25,0.0,1.0,0.75,G120,G117,ok,,exhaustive,formal_exhaustive,8,0,3,3,0.6666666666666667,0.125,0.1767766952966369,0,0.5,-0.8,0.875,G67,G56,0.25,0.25,0.1875,0.1875,0.792481250360578,0.792481250360578,0,0,exhaustive,formal_exhaustive,0-4,0.05660295789130032,0.86572265625,0.8875,0.65625,0.771875,0.8395751953125001
external_iscas85_c2670,iscas85,resyn2,new_n387,new_n365,1,0.8870971679687499,0.875,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c2670.blif,temporary_abc_variant:external_iscas85_c2670_resyn2.blif,ok,,exhaustive,formal_exhaustive,256,7,1,0,0.125,0.25,0.0,0.0027901785714285715,0.8943557181589354,0.875,G72,G117,ok,,exhaustive,formal_exhaustive,128,0,7,8,0.7977240352174656,0.125,0.14657549249448218,0,0.875,0.33333333333333337,0.875,G118,G123,0.5,0.25,0.1875,0.125,0.861654166907052,0.9166666666666666,0,0,exhaustive,formal_exhaustive,5-8,0.08532604202628136,0.8870971679687499,0.8731456449874144,0.7527258158478595,0.812935730417637,0.8602234745003445
external_iscas85_c2670,iscas85,resyn2,new_n442,new_n401,1,0.88433837890625,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c2670.blif,temporary_abc_variant:external_iscas85_c2670_resyn2.blif,ok,,exhaustive,formal_exhaustive,64,6,0,0,0.125,0.125,0.125,0.0,1.0,0.875,G153,G148,ok,,exhaustive,formal_exhaustive,32,0,6,6,1.0000000000000002,0.25,0.25,1,1.0,1.0,0.75,G153,G153,0.25,0.5,0.25,0.5,1.0,1.0,0,0,exhaustive,formal_exhaustive,5-8,0.0767914589960128,0.88433837890625,0.94375,0.9125000000000001,0.9281250000000001,0.9542022705078127
external_iscas85_c2670,iscas85,resyn2,new_n447,new_n402,1,0.8800415039062501,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c2670.blif,temporary_abc_variant:external_iscas85_c2670_resyn2.blif,ok,,exhaustive,formal_exhaustive,64,6,0,0,0.125,0.125,0.125,0.0,1.0,0.875,G153,G148,ok,,exhaustive,formal_exhaustive,32,0,6,6,1.0000000000000002,0.25,0.25,1,1.0,1.0,0.75,G153,G153,0.25,0.5,0.25,0.5,1.0,1.0,0,0,exhaustive,formal_exhaustive,5-8,0.06652049999684095,0.8800415039062501,0.94375,0.9125000000000001,0.9281250000000001,0.9522686767578127
external_iscas85_c2670,iscas85,rewrite,new_n339,new_n326,1,0.8606201171875,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c2670.blif,temporary_abc_variant:external_iscas85_c2670_rewrite.blif,ok,,exhaustive,formal_exhaustive,16,2,0,0,0.5,0.75,0.25,0.0625,0.5,0.5,G120,G117,ok,,exhaustive,formal_exhaustive,8,0,3,3,0.6963106238227914,0.25,0.30618621784789724,0,0.5,-0.3999999999999999,0.75,G67,G120,0.25,0.75,0.1875,0.3125,0.792481250360578,0.6854752972273344,0,0,exhaustive,formal_exhaustive,0-4,0.05099166603758931,0.8606201171875,0.47500000000000003,0.6258397807202561,0.5504198903601281,0.6792256463077938
external_iscas85_c2670,iscas85,rewrite,new_n442,new_n402,1,0.8800415039062501,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c2670.blif,temporary_abc_variant:external_iscas85_c2670_rewrite.blif,ok,,exhaustive,formal_exhaustive,64,6,0,0,0.125,0.125,0.125,0.0,1.0,0.875,G153,G148,ok,,exhaustive,formal_exhaustive,32,0,6,6,1.0000000000000002,0.25,0.25,1,1.0,1.0,0.75,G153,G153,0.25,0.5,0.25,0.5,1.0,1.0,0,0,exhaustive,formal_exhaustive,5-8,0.0733263751026243,0.8800415039062501,0.94375,0.9125000000000001,0.9281250000000001,0.9522686767578127
external_iscas85_c2670,iscas85,rewrite,new_n447,new_n403,1,0.88433837890625,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c2670.blif,temporary_abc_variant:external_iscas85_c2670_rewrite.blif,ok,,exhaustive,formal_exhaustive,64,6,0,0,0.125,0.125,0.125,0.0,1.0,0.875,G153,G148,ok,,exhaustive,formal_exhaustive,32,0,6,6,1.0000000000000002,0.25,0.25,1,1.0,1.0,0.75,G153,G153,0.25,0.5,0.25,0.5,1.0,1.0,0,0,exhaustive,formal_exhaustive,5-8,0.06930224993266165,0.88433837890625,0.94375,0.9125000000000001,0.9281250000000001,0.9542022705078127
external_iscas85_c2670,iscas85,rewrite,new_n467,new_n424,1,0.8833984375000001,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c2670.blif,temporary_abc_variant:external_iscas85_c2670_rewrite.blif,ok,,exhaustive,formal_exhaustive,64,6,0,0,0.125,0.125,0.125,0.0,1.0,0.875,G157,G138,ok,,exhaustive,formal_exhaustive,32,0,6,6,1.0000000000000002,0.25,0.25,1,1.0,1.0,0.75,G157,G157,0.25,0.5,0.25,0.5,1.0,1.0,0,0,exhaustive,formal_exhaustive,5-8,0.07610233314335346,0.8833984375000001,0.94375,0.9125000000000001,0.9281250000000001,0.9537792968750002
